,id,firstName,lastName,club,values,wages,contractexpires,nation,currentAbility,potentialAbility,position,version,date,corners,crossing,dribbling,finishing,firstTouch,freeKickTaking,heading,longShots,longThrows,marking,passing,penaltyTaking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,offtheBall,positioning,teamwork,vision,workRate,acceleration,agility,balance,jumpingReach,naturalFitness,pace,stamina,strength
490,91128580,Oskar,Zawada,Jeju,€ 504.247,€ 760,2021-12-31,Poland,49,55,ST,22,2021-11-8,6,8,10,10,10,7,12,10,3,5,12,11,7,10,9,11,16,10,10,11,13,10,7,10,8,14,10,12,10,12,15,17,12,10,13,14
491,91128580,Oskar,Zawada,Raków Częstochowa,€ 41.000,€ 1.300,2022-06-30,Poland,50,55,ST,21,2020-11-23,6,8,10,10,10,7,12,10,3,5,12,12,7,10,9,11,16,10,10,11,13,10,7,10,8,14,10,12,10,12,15,17,12,10,13,14
492,91142977,David,Niepsuj,,0,0,,Poland,49,55,DR,22,2021-11-8,3,11,10,3,8,5,10,6,10,11,12,5,12,8,17,12,13,9,10,10,11,12,10,10,8,14,11,15,11,12,11,11,10,11,14,13
493,91142977,David,Niepsuj,Wisła Kraków,€ 33.500,€ 1.500,2021-06-30,Poland,50,55,DR,21,2020-11-23,3,12,10,3,8,5,10,6,10,11,12,4,12,8,17,12,13,9,11,10,11,12,10,10,9,14,11,15,11,12,11,14,10,11,14,13
494,91175721,Marcel,Zylla,Śląsk,€ 196.452,€ 760,2024-06-30,Poland,46,55,MC,22,2021-11-8,8,9,11,10,11,8,8,10,6,6,11,9,7,12,10,11,10,11,8,11,13,11,7,12,8,9,12,11,12,11,11,10,12,11,10,10
495,91175721,Marcel,Zylla,Śląsk Wrocław,€ 12.750,€ 500,2024-06-30,Poland,41,50-70,MC,21,2020-11-23,8,9,11,10,11,8,8,10,6,6,11,4,7,12,10,11,10,11,8,11,13,11,7,12,8,9,12,11,11,10,10,9,10,10,9,9
496,92091314,Makana,Baku,Göztepe,€ 1.852.772,€ 7.500,2024-06-30,Germany,58,64,MR,22,2021-11-8,11,12,14,12,13,10,8,14,7,5,11,10,7,13,14,10,11,10,9,9,11,15,5,13,7,10,12,14,15,15,14,10,16,13,12,9
497,92091314,Makana,Baku,Holstein Kiel,€ 450.000,€ 3.400,2022-06-30,Germany,58,68,MR,21,2020-11-23,11,12,14,12,13,10,8,14,7,5,11,10,7,13,14,10,11,10,9,9,11,15,5,13,7,10,12,14,15,15,14,10,16,13,12,9
498,93012226,Mikael,Ishak,Lech,€ 1.303.928,€ 8.000,2023-06-30,Sweden,63,65,ST,22,2021-11-8,5,8,10,15,12,8,13,12,5,6,10,11,7,11,12,13,14,13,12,12,14,9,6,14,7,13,10,16,12,11,16,11,17,15,13,15
499,93012226,Mikael,Ishak,Lech Poznań,€ 725.000,€ 8.000,2023-06-30,Sweden,63,65,ST,21,2020-11-23,5,8,10,15,12,8,13,12,5,6,10,11,7,11,12,13,14,13,12,12,14,9,6,14,7,13,10,16,12,11,16,11,17,15,13,15
500,93050462,Pawel,Cibicki,Pogoń,€ 63.545,€ 4.000,2023-06-30,Sweden,52,64,AMR,22,2021-11-8,7,9,12,12,12,12,7,13,5,5,11,8,5,13,6,11,10,12,12,12,12,14,7,12,4,11,12,7,14,14,10,9,11,13,11,7
501,93050462,Pawel,Cibicki,Pogoń Szczecin,€ 230.000,€ 4.000,2023-06-30,Sweden,53,64,AMR,21,2020-11-23,7,9,13,13,13,13,7,13,5,5,11,8,5,13,6,11,10,12,12,12,12,14,7,12,4,11,12,7,14,14,10,9,11,13,11,7
502,93052050,Jesper,Karlström,Lech,€ 1.006.467,€ 6.580,2024-06-30,Sweden,60,63,DM,22,2021-11-8,10,11,10,8,12,10,10,10,8,10,13,12,13,12,14,12,15,12,12,12,15,10,14,12,12,13,13,16,10,12,12,11,15,12,15,14
503,93052050,Jesper,Karlström,Djurgårdens IF,€ 1.000.000,€ 2.100,2022-12-31,Sweden,62,65,DM,21,2020-11-23,11,12,11,8,12,10,10,10,8,10,14,12,13,13,14,13,15,12,12,12,15,10,14,13,13,14,13,16,10,13,13,11,15,12,15,14
504,93054646,Peter,Wilson,Olymp. Nicosia,€ 58.483,€ 880,2022-05-31,Liberia,43,60,ST,22,2021-11-8,5,7,10,9,10,8,9,7,9,5,7,4,5,10,9,7,11,9,9,9,12,9,6,13,4,11,8,11,14,11,7,11,12,14,12,11
506,93059608,Joseph,Ceesay,Lechia,€ 446.403,€ 2.190,2023-06-30,Sweden,55,58,WBR,22,2021-11-8,10,9,14,8,11,8,7,10,9,7,7,8,6,11,10,11,8,9,9,10,12,12,7,13,8,12,10,12,15,14,12,7,13,14,13,8
507,93059608,Joseph,Ceesay,Helsingborgs IF,€ 300.000,€ 950,2021-11-30,Sweden,51,58,WBR,21,2020-11-23,10,8,14,8,11,8,7,10,9,7,7,8,6,11,10,9,8,9,9,9,12,12,7,13,8,12,9,12,15,14,12,7,13,13,13,8
508,93104490,Carlos Moros,Gracia,Mjällby AIF,€ 103.525,€ 1.180,2021-12-31,Spain,55,56,DC,22,2021-11-8,8,12,8,6,11,9,12,9,8,12,13,7,12,12,10,12,10,11,12,12,11,7,13,8,12,12,11,11,11,12,12,10,10,12,12,12
509,93104490,Carlos Moros,Gracia,ŁKS Łódź,€ 44.000,€ 1.200,2021-06-30,Spain,50,53,DC,21,2020-11-23,8,12,8,5,11,8,11,9,7,12,12,7,12,11,9,12,9,11,11,11,11,7,13,8,12,12,11,11,11,13,11,10,10,12,12,11
510,95002859,Ognjen,Gnjatic,Erzgebirge Aue,€ 44.351,€ 1.520,2022-06-30,Bosnia and Herzegovina,53,58,DM,22,2021-11-8,9,10,9,4,12,9,10,5,10,12,12,10,12,12,16,13,13,11,12,12,15,10,13,9,13,14,12,15,10,11,13,13,12,10,14,13
511,95002859,Ognjen,Gnjatic,FC Erzgebirge Aue,€ 27.000,€ 1.500,2022-06-30,Bosnia and Herzegovina,51,58,DM,21,2020-11-23,9,10,9,4,12,9,10,5,10,12,12,10,12,12,16,13,12,11,12,12,15,10,12,9,13,13,12,13,10,11,13,13,12,10,13,13
512,96000016,Waldemar,Sobota,Śląsk,€ 32.601,€ 2.520,2022-06-30,Poland,57,60,DM,22,2021-11-8,9,12,12,8,13,10,7,10,3,10,13,12,11,13,14,10,10,9,12,10,14,14,14,12,13,11,12,14,12,15,10,8,12,11,11,7
513,96000016,Waldemar,Sobota,Śląsk Wrocław,€ 52.000,€ 2.600,2022-06-30,Poland,57,60,DM,21,2020-11-23,9,12,12,8,13,10,7,10,3,10,13,12,11,13,14,10,10,9,12,10,14,14,14,12,13,11,12,14,12,15,10,8,12,11,11,7
514,96000017,Patryk,Tuszynski,Wisła Płock,€ 42.247,€ 1.260,2022-06-30,Poland,51,55,ST,22,2021-11-8,7,8,10,11,11,8,12,9,7,7,10,12,7,12,12,12,12,12,10,10,15,7,10,11,11,13,10,14,10,11,15,12,10,10,14,14
515,96000017,Patryk,Tuszynski,Wisła Płock,€ 47.000,€ 1.500,2022-06-30,Poland,51,55,ST,21,2020-11-23,7,8,10,11,13,8,12,9,7,7,10,12,7,12,12,11,12,12,10,10,15,7,10,11,11,12,10,14,10,11,15,12,10,10,14,14
516,96001405,Wojciech,Golla,Śląsk,€ 207.214,€ 3.530,2023-06-30,Poland,58,59,DC,22,2021-11-8,6,6,9,7,10,8,12,5,8,13,12,6,13,11,8,13,12,12,12,12,12,11,12,12,13,15,14,14,12,10,13,11,14,11,13,14
517,96001405,Wojciech,Golla,Śląsk Wrocław,€ 22.500,€ 3.600,2023-06-30,Poland,58,59,DC,21,2020-11-23,6,6,9,7,10,8,12,5,8,13,12,6,13,11,8,13,12,12,12,12,12,11,12,12,13,15,14,14,12,10,13,11,14,11,13,14
518,96002753,Maciej,Gajos,Lechia,€ 115.679,€ 2.630,2022-06-30,Poland,55,59,DM,22,2021-11-8,9,9,12,9,13,12,8,11,5,11,12,9,11,13,10,11,12,10,11,11,9,12,10,11,11,12,12,15,12,11,10,8,14,12,13,10
519,96002753,Maciej,Gajos,Lechia Gdańsk,€ 130.000,€ 2.700,2022-06-30,Poland,54,59,DM,21,2020-11-23,9,9,12,9,13,12,8,11,5,11,12,9,11,13,10,11,12,10,11,10,9,12,10,11,11,12,12,15,12,11,10,8,14,12,13,10
520,96003335,Maciej,Dabrowski,ŁKS Łódź,€ 4.366,€ 1.510,2022-06-30,Poland,52,53,DC,22,2021-11-8,6,10,6,8,8,4,13,12,10,13,12,8,13,7,14,12,10,12,12,13,12,10,8,10,12,12,10,13,8,6,13,15,14,10,11,14
521,96003335,Maciej,Dabrowski,ŁKS Łódź,€ 27.500,€ 1.500,2022-06-30,Poland,52,53,DC,21,2020-11-23,6,10,6,8,8,4,13,12,10,13,12,8,13,7,14,12,10,12,13,13,12,10,8,10,12,12,10,13,8,6,13,15,14,10,11,14
522,96003382,Michal,Kucharczyk,Pogoń,€ 188.378,€ 2.850,2023-06-30,Poland,56,60,MR,22,2021-11-8,11,11,11,10,11,11,13,10,7,7,10,12,9,11,9,9,14,11,12,8,14,13,13,16,8,16,9,16,13,10,12,9,13,14,14,11
523,96003382,Michal,Kucharczyk,Pogoń Szczecin,€ 145.000,€ 2.900,2023-06-30,Poland,56,60,MR,21,2020-11-23,11,10,11,10,11,11,13,10,7,7,10,12,9,11,9,9,14,11,12,8,14,13,13,16,8,16,9,16,13,10,12,9,13,14,14,11
524,96003825,Andrzej,Niewulis,Raków,€ 47.283,€ 2.020,2024-06-30,Poland,54,56,DC,22,2021-11-8,4,8,7,8,8,5,13,6,10,14,9,8,14,8,17,13,17,10,11,9,18,6,18,8,13,15,7,16,9,8,14,15,17,11,11,15
525,96003825,Andrzej,Niewulis,Raków Częstochowa,€ 64.000,€ 925,2022-06-30,Poland,53,56,DR,21,2020-11-23,5,8,7,8,8,6,13,6,10,14,11,8,14,8,16,11,15,11,12,9,18,6,18,8,12,15,7,16,9,8,15,15,14,10,12,14
526,96004758,Lukasz,Sierpina,Korona,€ 8.332,€ 1.000,2022-06-30,Poland,47,53,MR,22,2021-11-8,12,10,11,7,10,11,7,10,10,5,9,10,8,9,14,7,13,7,10,9,13,13,14,9,7,14,7,16,14,12,9,7,12,14,9,6
527,96004758,Lukasz,Sierpina,Podbeskidzie Bielsko-Biała,€ 21.500,€ 1.000,2021-06-30,Poland,51,53,MR,21,2020-11-23,12,10,11,8,10,11,7,10,10,5,9,10,8,10,14,7,13,7,10,9,13,13,14,9,7,14,7,16,16,12,9,7,12,15,9,6
528,96004894,Lukasz,Sekulski,Wisła Płock,€ 46.358,€ 1.110,2023-06-30,Poland,50,52,ST,22,2021-11-8,5,8,8,11,9,13,12,13,6,5,11,11,6,10,8,12,12,12,9,12,12,10,11,13,8,12,12,13,11,10,14,14,8,11,12,13
529,96004894,Lukasz,Sekulski,ŁKS Łódź,€ 65.000,€ 1.100,2022-06-30,Poland,51,52,ST,21,2020-11-23,5,8,8,11,9,13,12,13,6,5,11,11,6,9,8,12,12,12,9,12,12,10,11,13,8,12,12,13,11,12,12,14,8,11,12,13
530,96006049,Maciej,Makuszewski,,0,0,,Poland,55,59,MR,22,2021-11-8,7,10,11,10,11,7,7,9,2,4,11,6,6,11,5,12,5,10,8,8,12,8,8,12,7,11,10,10,15,11,11,9,11,17,9,9
531,96006049,Maciej,Makuszewski,Jagiellonia Białystok,€ 33.500,€ 2.700,2021-06-30,Poland,55,59,MR,21,2020-11-23,7,10,11,10,11,7,7,9,2,4,11,6,6,11,5,12,5,10,8,8,12,8,8,12,7,11,10,10,15,11,11,9,11,17,9,9
532,96007386,Bartosz,Kopacz,Lechia,€ 222.389,€ 1.430,2023-06-30,Poland,56,57,DR,22,2021-11-8,6,7,8,6,9,5,12,6,9,12,11,6,13,9,10,13,12,13,13,14,12,5,8,6,13,12,10,15,11,8,13,13,11,12,12,13
533,96007386,Bartosz,Kopacz,Lechia Gdańsk,€ 84.000,€ 1.500,2023-06-30,Poland,55,55,DR,21,2020-11-23,6,7,8,6,9,5,12,6,9,12,11,6,13,9,10,13,12,13,13,13,12,5,8,6,12,12,10,15,11,8,13,13,11,12,12,13
534,96007971,Michal,Chrapek,Piast,€ 57.266,€ 1.920,2022-06-30,Poland,54,56,MC,22,2021-11-8,10,10,11,9,12,10,7,12,5,8,13,12,11,12,12,12,11,13,9,10,9,14,7,12,12,13,13,14,12,12,10,8,13,12,10,11
535,96007971,Michal,Chrapek,Piast Gliwice,€ 50.000,€ 2.000,2022-06-30,Poland,54,56,MC,21,2020-11-23,10,10,11,9,12,10,7,12,5,8,13,12,11,12,12,12,11,13,9,10,9,14,7,12,12,13,13,14,12,12,10,8,13,12,10,11
536,96008522,Pawel,Wszolek,Union Berlin,€ 1.163.088,€ 7.670,2022-06-30,Poland,60,63,WBR,22,2021-11-8,8,12,13,10,13,8,9,10,5,9,11,9,8,13,8,10,11,13,11,10,13,12,8,12,10,13,11,15,14,11,13,10,16,14,15,11
537,96008522,Pawel,Wszolek,Legia Warszawa,€ 325.000,€ 5.250,2021-06-30,Poland,60,63,MR,21,2020-11-23,8,12,13,10,13,8,9,10,5,9,11,9,8,13,8,10,11,13,11,10,13,12,8,12,9,13,11,15,14,11,13,10,16,14,15,11
538,96009325,Bartosz,Kieliba,Warta Poznań,€ 43.642,€ 660,2023-06-30,Poland,51,51,DC,22,2021-11-8,6,7,7,6,11,7,13,6,8,12,10,8,12,7,15,12,14,12,6,13,19,6,16,7,12,14,10,15,10,7,13,13,12,11,13,14
539,96009325,Bartosz,Kieliba,Warta Poznań,€ 27.500,€ 525,2021-06-30,Poland,50,50,DC,21,2020-11-23,6,7,7,6,11,7,13,6,8,12,10,8,12,7,15,10,13,11,6,13,13,6,14,7,12,13,10,14,10,7,13,13,11,11,13,13
540,96009985,Wojciech,Lisowski,Pogoń,€ 15.655,€ 500,2022-06-30,Poland,45,52,DR,22,2021-11-8,8,12,7,8,10,14,12,13,11,12,9,6,11,9,11,8,14,7,10,10,12,11,7,11,9,12,7,13,11,11,13,12,12,11,11,9
541,96009985,Wojciech,Lisowski,Stal Mielec,€ 18.750,€ 500,2021-06-30,Poland,45,52,DR,21,2020-11-23,8,12,7,8,10,14,12,13,11,12,9,6,11,9,11,8,14,7,10,10,12,11,7,11,9,12,7,13,11,11,13,12,12,11,11,9
542,96010067,Jakub,Świerczok,Piast Gliwice,€ 165.000,€ 6.000,2021-12-31,Poland,56,59,ST,22,2021-11-8,8,9,13,13,13,11,12,12,3,4,9,13,5,13,10,13,11,13,11,9,12,12,9,14,6,7,11,8,13,13,11,11,10,12,11,11
544,96010344,Kamil,Drygas,Pogoń,€ 173.637,€ 2.520,2022-06-30,Poland,57,59,MC,22,2021-11-8,9,10,10,11,13,8,11,11,10,10,12,14,11,10,13,12,10,11,12,12,12,9,16,10,11,13,13,14,11,12,12,13,11,12,13,12
545,96010344,Kamil,Drygas,Pogoń Szczecin,€ 105.000,€ 2.600,2021-06-30,Poland,57,59,MC,21,2020-11-23,9,10,10,11,13,8,11,11,10,10,12,12,11,10,13,12,10,11,12,12,12,9,16,10,11,13,13,14,11,12,12,10,11,12,13,12
546,96011096,Rafal,Wolski,Wisła Płock,€ 156.561,€ 2.380,2023-06-30,Poland,58,65,MC,22,2021-11-8,12,12,15,11,14,12,10,12,5,6,13,12,7,15,7,13,11,13,12,12,11,15,6,14,6,11,15,11,11,12,9,9,11,11,10,9
547,96011096,Rafal,Wolski,Wisła Płock,€ 74.000,€ 2.600,2021-06-30,Poland,55,65,MC,21,2020-11-23,12,12,13,11,13,12,10,12,5,6,13,11,7,14,7,13,11,13,12,12,11,13,6,13,6,11,14,10,11,12,10,9,11,11,11,9
548,96011097,Dominik,Furman,Wisła Płock,€ 118.985,€ 3.290,2022-06-30,Poland,54,63,DM,22,2021-11-8,12,13,9,7,13,16,8,14,9,10,13,13,10,12,10,13,12,11,10,12,16,10,16,9,13,11,11,12,11,10,11,9,12,10,13,10
549,96011097,Dominik,Furman,Gençlerbirliği,€ 3.000.000,€ 9.000,2022-06-30,Poland,59,63,DM,21,2020-11-23,15,13,9,7,13,16,8,14,9,10,13,14,11,12,14,13,12,14,10,13,16,11,16,9,13,13,14,14,11,10,11,9,13,10,13,10
550,96011267,Maciej,Domanski,Stal Mielec,€ 41.166,€ 760,2022-06-30,Poland,52,53,MC,22,2021-11-8,12,10,11,10,10,14,7,12,3,4,13,14,4,13,9,11,8,12,10,12,10,12,7,11,8,13,13,12,12,13,9,6,15,10,13,7
551,96011267,Maciej,Domanski,Stal Mielec,€ 38.500,€ 775,2022-06-30,Poland,51,53,MC,21,2020-11-23,12,10,11,10,10,14,7,12,3,4,13,14,4,13,9,11,8,12,10,12,10,12,7,11,8,13,13,12,12,13,9,6,15,10,11,7
552,96015473,Bartlomiej,Pawlowski,Śląsk,€ 128.094,€ 3.510,2023-06-30,Poland,53,55,WBR,22,2021-11-8,8,12,12,9,11,8,9,6,7,4,11,8,5,11,11,12,11,11,11,11,7,13,2,15,5,12,11,12,12,11,7,7,10,12,12,7
553,96015473,Bartlomiej,Pawlowski,Śląsk Wrocław,€ 71.000,€ 3.600,2023-06-30,Poland,53,55,MR,21,2020-11-23,8,12,12,9,11,8,9,6,7,4,11,8,5,11,11,12,11,11,11,11,7,13,2,15,5,12,11,12,12,11,7,7,10,12,12,7
554,96016057,Michal,Mak,Górnik Łęczna,€ 66.310,€ 910,2022-06-30,Poland,51,55,ML,22,2021-11-8,4,10,11,11,12,6,8,10,5,3,12,10,3,12,9,11,12,11,10,12,11,14,7,13,9,13,13,14,13,12,9,7,13,12,10,8
555,96016057,Michal,Mak,Wisła Kraków,€ 39.500,€ 1.800,2021-06-30,Poland,51,55,ML,21,2020-11-23,4,10,11,11,11,6,8,10,5,3,11,10,3,12,9,11,12,11,10,12,11,14,7,14,9,13,13,14,13,12,9,7,13,12,10,8
556,96016172,Alan,Uryga,Wisła Kraków,€ 128.094,€ 1.920,2026-06-30,Poland,56,59,DC,22,2021-11-8,5,5,6,7,10,6,15,5,5,12,9,7,12,9,11,11,12,10,11,11,16,6,16,9,12,13,8,12,12,10,12,15,16,12,14,12
557,96016172,Alan,Uryga,Wisła Płock,€ 67.000,€ 1.300,2021-06-30,Poland,55,59,DR,21,2020-11-23,5,5,6,7,10,6,14,5,5,12,9,7,12,9,11,11,12,10,11,11,16,6,16,9,12,13,8,12,12,10,12,15,16,12,14,12
558,96016285,Michal,Kopczynski,Warta Poznań,€ 118.985,€ 1.210,2022-06-30,Poland,52,58,DM,22,2021-11-8,10,11,7,6,10,8,12,7,7,14,13,6,11,7,11,16,10,13,14,14,13,5,12,8,16,18,6,15,10,11,12,11,10,10,12,9
559,96016285,Michal,Kopczynski,Warta Poznań,€ 94.000,€ 1.200,2022-06-30,Poland,53,58,DM,21,2020-11-23,10,11,7,6,10,8,12,7,7,14,13,6,11,7,11,17,10,13,15,14,13,5,12,8,16,18,6,15,10,11,12,11,10,10,12,9
560,96016793,Rafal,Siemaszko,Luzino,€ 2.613,€ 250,2022-06-30,Poland,45,50,AMR,22,2021-11-8,5,11,12,12,13,7,11,9,2,4,11,12,4,13,11,12,11,12,12,12,14,8,8,12,6,15,11,11,9,10,10,8,9,8,9,8
561,96016793,Rafal,Siemaszko,Sokół Ostróda,€ 2.800,€ 425,2021-06-30,Poland,48,50,AMR,21,2020-11-23,5,11,12,13,13,7,11,9,2,4,11,12,4,13,13,13,14,12,12,12,14,8,8,13,6,15,11,15,9,10,10,8,9,8,11,8
562,96017122,Jakub,Wójcicki,KGHM Zagłębie,€ 8.117,€ 2.020,2023-06-30,Poland,46,55,DR,22,2021-11-8,11,12,10,11,11,6,12,9,10,9,12,9,11,9,13,11,11,12,10,11,12,10,6,11,12,13,12,12,10,9,11,14,9,11,10,11
563,96017122,Jakub,Wójcicki,KGHM Zagłębie Lubin,€ 30.000,€ 2.100,2023-06-30,Poland,51,55,DR,21,2020-11-23,11,12,10,12,11,6,12,9,10,9,12,9,11,9,13,11,13,13,13,11,12,10,6,11,12,13,12,15,11,9,12,14,9,11,11,11
564,96017525,Karol,Danielak,Widzew,€ 17.966,€ 1.010,2023-06-30,Poland,48,49,MR,22,2021-11-8,10,10,12,10,10,10,7,10,6,6,10,12,8,11,10,7,15,9,9,11,13,13,9,9,10,13,8,13,12,11,7,6,11,12,11,6
565,96017525,Karol,Danielak,Podbeskidzie Bielsko-Biała,€ 22.000,€ 1.000,2021-06-30,Poland,49,49,MR,21,2020-11-23,10,11,13,10,10,10,7,10,6,6,10,12,8,11,10,7,15,9,10,11,13,13,9,11,10,13,8,13,12,11,7,6,11,12,11,6
566,96017945,Rafal,Janicki,Górnik,€ 54.252,€ 1.510,2022-06-30,Poland,53,58,DC,22,2021-11-8,5,9,7,6,11,9,11,11,9,12,9,13,12,7,8,12,9,12,10,11,15,7,10,6,13,12,7,14,10,10,13,14,13,12,14,13
567,96017945,Rafal,Janicki,Wisła Kraków,€ 35.500,€ 2.800,2021-06-30,Poland,52,58,DC,21,2020-11-23,5,9,7,6,11,9,11,11,9,12,9,13,12,7,8,12,9,12,7,11,15,7,10,6,13,12,7,14,10,10,13,14,13,12,14,12
568,96018031,Rafal,Figiel,GKS Katowice,€ 25.806,€ 810,2023-06-30,Poland,48,50,DM,22,2021-11-8,11,10,10,8,11,12,7,12,8,9,13,14,11,11,11,10,12,10,11,11,14,11,14,8,9,13,13,13,8,11,10,8,14,9,13,7
569,96018031,Rafal,Figiel,Podbeskidzie Bielsko-Biała,€ 29.000,€ 725,2021-06-30,Poland,49,50,DM,21,2020-11-23,11,10,10,8,11,11,7,12,8,9,13,14,11,11,11,10,12,11,12,12,14,11,14,8,9,13,13,13,8,11,10,8,14,9,13,7
570,96018070,Mateusz,Kupczak,Warta Poznań,€ 148.732,€ 990,2023-06-30,Poland,55,58,DC,22,2021-11-8,7,7,7,7,10,6,11,8,7,12,11,15,12,11,13,12,12,11,12,12,14,6,12,10,13,12,9,13,11,11,13,14,12,11,12,12
571,96018070,Mateusz,Kupczak,Warta Poznań,€ 70.000,€ 875,2021-06-30,Poland,55,58,DC,21,2020-11-23,7,7,7,7,10,6,11,8,7,12,10,15,12,10,13,12,12,11,12,12,14,6,12,10,13,12,9,13,11,11,13,14,12,11,12,12
572,96018159,Adrian,Laskowski,Lech,€ 6.203,€ 430,2022-06-30,Poland,44,45,DM,22,2021-11-8,5,7,11,9,10,9,11,8,9,11,11,11,10,9,6,10,6,9,11,11,11,7,9,11,10,13,11,13,9,8,12,14,11,11,12,14
573,96018159,Adrian,Laskowski,Warta Poznań,€ 13.500,€ 625,2021-06-30,Poland,43,45,DM,21,2020-11-23,9,9,12,10,11,4,12,9,10,12,11,12,11,10,10,10,6,10,9,11,11,6,9,9,10,14,10,12,10,8,13,15,11,11,13,15
574,96018179,Jakub,Bartkowski,Pogoń,€ 57.642,€ 1.720,2023-06-30,Poland,52,56,DR,22,2021-11-8,7,11,7,5,10,5,11,6,12,12,10,3,12,9,11,13,12,12,11,12,12,10,7,10,12,14,10,14,12,12,11,12,12,13,12,11
575,96018179,Jakub,Bartkowski,Pogoń Szczecin,€ 33.500,€ 1.500,2021-06-30,Poland,51,56,DR,21,2020-11-23,7,10,7,5,10,5,11,6,10,12,9,3,12,9,11,12,12,10,10,11,12,9,7,9,12,13,10,14,12,12,11,12,11,13,12,11
576,96018213,Dawid,Abramowicz,Radomiak,€ 44.833,€ 660,2023-12-31,Poland,51,53,DL,22,2021-11-8,10,11,9,6,9,10,10,9,17,11,11,10,11,11,12,11,12,10,11,13,10,7,7,8,11,12,10,12,13,8,12,13,13,12,13,12
577,96018213,Dawid,Abramowicz,Wisła Kraków,€ 25.000,€ 625,2022-06-30,Poland,51,53,DL,21,2020-11-23,10,11,9,6,9,10,10,9,17,11,11,10,11,11,12,11,12,10,10,13,10,7,7,8,11,12,10,12,13,8,12,13,13,12,13,12
578,96018381,Maciej,Jankowski,Stal Mielec,€ 89.287,€ 1.510,2022-06-30,Poland,53,57,MR,22,2021-11-8,7,11,11,12,11,6,12,5,4,8,10,7,6,12,7,12,8,9,11,12,9,11,11,13,11,11,11,10,11,12,13,10,13,12,13,12
579,96018381,Maciej,Jankowski,Arka Gdynia,€ 105.000,€ 1.900,2021-06-30,Poland,54,57,MR,21,2020-11-23,7,11,11,12,11,6,11,5,4,5,10,7,6,12,7,12,8,9,11,12,9,11,11,13,11,14,11,10,12,12,13,13,13,12,13,13
580,96018451,Szymon,Sobczak,Zagłębie Sosnowiec,€ 17.966,€ 810,2023-06-30,Poland,48,49,AMR,22,2021-11-8,8,8,11,11,9,8,10,10,9,5,8,12,6,11,12,8,8,11,9,9,13,13,8,11,6,11,6,13,13,12,10,10,13,14,11,11
581,96018451,Szymon,Sobczak,Jagiellonia Białystok,€ 19.000,€ 1.000,2022-06-30,Poland,45,46,AMR,21,2020-11-23,8,8,11,11,7,8,9,10,9,5,8,9,6,11,12,8,8,9,8,9,13,13,8,11,6,8,6,12,13,12,10,10,13,14,11,11
582,96018531,Damian,Dabrowski,Pogoń,€ 218.727,€ 2.630,2024-06-30,Poland,58,62,DM,22,2021-11-8,12,8,9,7,11,7,10,9,9,10,13,9,11,12,12,13,10,13,12,14,14,11,11,9,13,16,15,17,10,10,13,10,12,12,14,13
583,96018531,Damian,Dabrowski,Pogoń Szczecin,€ 94.000,€ 2.300,2022-06-30,Poland,57,62,DM,21,2020-11-23,12,8,9,7,11,7,10,10,9,10,13,9,11,12,12,13,10,13,12,14,13,11,11,9,12,16,15,15,9,10,13,10,12,12,14,13
584,96020398,Bartosz,Nowak,Górnik,€ 174.981,€ 1.510,2022-06-30,Poland,55,56,MC,22,2021-11-8,12,11,12,13,12,13,8,13,5,8,12,12,9,11,10,15,12,12,12,13,14,10,10,12,10,13,13,13,11,12,12,10,9,11,13,10
585,96020398,Bartosz,Nowak,Górnik Zabrze,€ 50.000,€ 1.500,2022-06-30,Poland,55,56,MC,21,2020-11-23,12,11,12,13,12,13,8,13,5,8,12,12,9,11,10,15,12,12,12,13,14,10,10,12,10,13,13,13,11,12,12,10,9,11,13,10
586,96021109,Andreja,Prokic,Stal Rzeszów,€ sale,€ 600,2023-06-30,Serbia,47,51,MR,22,2021-11-8,6,9,12,11,11,7,10,10,6,6,10,6,5,10,6,7,11,12,10,10,16,14,7,12,6,10,11,10,12,12,8,11,11,12,9,8
587,96021109,Andreja,Prokic,Stal Mielec,€ 29.500,€ 625,2021-06-30,Serbia,51,51,MR,21,2020-11-23,6,9,12,11,11,7,8,10,6,5,10,6,5,10,6,7,11,12,10,10,16,14,7,12,6,10,11,9,14,12,8,9,11,12,10,8
588,96021901,Marcin,Flis,Stal Mielec,€ 25.619,€ 660,2022-06-30,Poland,49,50,DR,22,2021-11-8,9,12,9,5,8,11,11,8,9,11,12,11,11,9,14,12,12,12,9,11,11,8,7,10,9,15,12,12,12,11,12,12,10,11,11,12
589,96021901,Marcin,Flis,Stal Mielec,€ 18.750,€ 675,2021-06-30,Poland,49,50,DR,21,2020-11-23,9,12,9,5,8,11,11,8,9,11,12,11,11,9,14,12,12,12,9,11,11,8,7,10,9,15,12,12,12,11,12,12,10,11,11,12
590,96025073,Jakub,Kielb,Warta Poznań,€ 15.655,€ 660,2022-06-30,Poland,47,48,DL,22,2021-11-8,7,12,9,5,10,12,10,5,10,10,10,7,11,10,9,11,10,8,12,11,11,10,10,9,10,12,9,15,12,11,10,8,12,12,12,9
591,96025073,Jakub,Kielb,Warta Poznań,€ 25.000,€ 675,2022-06-30,Poland,47,48,DL,21,2020-11-23,8,9,10,6,11,13,10,6,10,11,10,8,11,11,8,11,10,9,11,10,11,10,8,10,11,12,10,12,13,12,9,9,12,13,13,9
